Gene_Name,GO_ID,Organism,GO_Name
Ubiquitin-like modifier-activating enzyme ATG7 (Fragment),GO:0000423,NCBITaxon:71139,mitophagy
Map1lc3a-prov protein,GO:0000423,NCBITaxon:8355,mitophagy
GABA type A receptor associated protein like 1,GO:0000423,NCBITaxon:13616,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:7719,mitophagy
Beclin 2,GO:0000423,NCBITaxon:9598,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3055,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:7719,mitophagy
Microtubule associated protein 1 light chain 3 alpha,GO:0000423,NCBITaxon:9258,mitophagy
non-specific serine_threonine protein kinase,GO:0000423,NCBITaxon:9544,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:9796,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:3055,mitophagy
Beclin-1,GO:0000423,NCBITaxon:9598,mitophagy
Autophagy-related protein 13b-like isoform X1,GO:0000423,NCBITaxon:4432,mitophagy
GABA type A receptor associated protein like 2,GO:0000423,NCBITaxon:9544,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:3055,mitophagy
Microtubule-associated proteins 1A_1B light chain 3C-like Protein,GO:0000423,NCBITaxon:7070,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:3055,mitophagy
Uncharacterized protein,GO:0000423,NCBITaxon:3055,mitophagy
LPS responsive beige-like anchor protein,GO:0000423,NCBITaxon:9258,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:3055,mitophagy
Uncharacterized protein,GO:0000423,NCBITaxon:9796,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:71139,mitophagy
Uncharacterized protein,GO:0000423,NCBITaxon:7165,mitophagy
Uncharacterized protein,GO:0000423,NCBITaxon:3055,mitophagy
Gamma-aminobutyric acid receptor-associated protein,GO:0000423,NCBITaxon:7719,mitophagy
Autophagy related 14,GO:0000423,NCBITaxon:9913,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:9685,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:4432,mitophagy
E3 ubiquitin-protein ligase parkin,GO:0000423,NCBITaxon:6669,mitophagy
Uncharacterized protein,GO:0000423,NCBITaxon:7165,mitophagy
PB1 domain-containing protein,GO:0000423,NCBITaxon:7719,mitophagy
Microtubule associated protein 1 light chain 3 beta,GO:0000423,NCBITaxon:8090,mitophagy
non-specific serine_threonine protein kinase,GO:0000423,NCBITaxon:9258,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:6669,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4432,mitophagy
Sequestosome 1,GO:0000423,NCBITaxon:9796,mitophagy
Autophagy-related protein (Fragment),GO:0000423,NCBITaxon:71139,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4432,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:6669,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:6669,mitophagy
Non-specific serine_threonine protein kinase,GO:0000423,NCBITaxon:6669,mitophagy
Serine_threonine-protein kinase ULK3,GO:0000423,NCBITaxon:6669,mitophagy
Beclin 1-associated autophagy-related key regulator,GO:0000423,NCBITaxon:7668,mitophagy
Uncharacterized protein,GO:0000423,NCBITaxon:7668,mitophagy
Sorting nexin-7,GO:0000423,NCBITaxon:8355,mitophagy
PX domain-containing protein,GO:0000423,NCBITaxon:7668,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:7668,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:2711,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:2711,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:29655,mitophagy
Serine_threonine-protein kinase ULK1-like,GO:0000423,NCBITaxon:7739,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:29655,mitophagy
Serine_threonine-protein kinase ULK3-like,GO:0000423,NCBITaxon:7739,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:29655,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:7668,mitophagy
Sequestosome-1,GO:0000423,NCBITaxon:7719,mitophagy
Autophagy-related protein 8,GO:0000423,NCBITaxon:321614,mitophagy
Autophagy-related protein 13,GO:0000423,NCBITaxon:321614,mitophagy
PX domain-containing protein,GO:0000423,NCBITaxon:321614,mitophagy
LPS responsive beige-like anchor protein,GO:0000423,NCBITaxon:9796,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:321614,mitophagy
Serine_threonine-protein kinase atg1,GO:0000423,NCBITaxon:321614,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:321614,mitophagy
Protein CBG21351,GO:0000423,NCBITaxon:6238,mitophagy
ZZ-type domain-containing protein,GO:0000423,NCBITaxon:185431,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:5664,mitophagy
GABA type A receptor associated protein like 1,GO:0000423,NCBITaxon:9595,mitophagy
Autophagy-related protein 17,GO:0000423,NCBITaxon:321614,mitophagy
Autophagy-related protein 13,GO:0000423,NCBITaxon:6669,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:9258,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4432,mitophagy
Uncharacterized protein,GO:0000423,NCBITaxon:6669,mitophagy
ZZ-type domain-containing protein,GO:0000423,NCBITaxon:6669,mitophagy
Uncharacterized protein,GO:0000423,NCBITaxon:6669,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:6669,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:13616,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:7719,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:4432,mitophagy
Uncharacterized protein,GO:0000423,NCBITaxon:6669,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:7668,mitophagy
E3 ubiquitin-protein ligase parkin,GO:0000423,NCBITaxon:7668,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:3694,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:4155,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3694,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:3694,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:3694,mitophagy
GABA type A receptor associated protein like 1,GO:0000423,NCBITaxon:13616,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:13616,mitophagy
Autophagy-related protein 13b,GO:0000423,NCBITaxon:4432,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:4432,mitophagy
Probable cysteine protease ATG4,GO:0000423,NCBITaxon:321614,mitophagy
Cysteine protease ATG4B,GO:0000423,NCBITaxon:39947,mitophagy
Autophagy-related protein 8B,GO:0000423,NCBITaxon:39947,mitophagy
Autophagy-related protein 7,GO:0000423,NCBITaxon:321614,mitophagy
Os11g0162000 protein,GO:0000423,NCBITaxon:39947,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:9258,mitophagy
Beclin 1-associated autophagy-related key regulator,GO:0000423,NCBITaxon:45351,mitophagy
E3 ubiquitin-protein ligase parkin,GO:0000423,NCBITaxon:9913,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4565,mitophagy
GABA type A receptor-associated protein,GO:0000423,NCBITaxon:9258,mitophagy
Microtubule-associated proteins 1A_1B light chain 3C,GO:0000423,NCBITaxon:7668,mitophagy
Beclin-1-like protein,GO:0000423,NCBITaxon:3694,mitophagy
Autophagy-related protein 17,GO:0000423,NCBITaxon:367110,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:29655,mitophagy
Ubiquitin-like modifier-activating enzyme atg7,GO:0000423,NCBITaxon:367110,mitophagy
Beclin 1 protein,GO:0000423,NCBITaxon:29655,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:29655,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:2711,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:29655,mitophagy
Putative autophagy-related protein 13,GO:0000423,NCBITaxon:4232,mitophagy
Autophagy related 10,GO:0000423,NCBITaxon:8090,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:9615,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:9615,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:6412,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:227321,mitophagy
Microtubule associated protein 1 light chain 3 gamma,GO:0000423,NCBITaxon:9615,mitophagy
Sorting nexin family member 30,GO:0000423,NCBITaxon:8090,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:4565,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:9615,mitophagy
Os02g0290300 protein,GO:0000423,NCBITaxon:39947,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:15368,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3694,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:9615,mitophagy
GABA type A receptor associated protein like 2,GO:0000423,NCBITaxon:9615,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:15368,mitophagy
Beclin 2,GO:0000423,NCBITaxon:9823,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:9823,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:15368,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3983,mitophagy
Beclin-1-like protein,GO:0000423,NCBITaxon:4565,mitophagy
Serine_threonine-protein kinase,GO:0000423,NCBITaxon:9823,mitophagy
Unc-51 like autophagy activating kinase 2,GO:0000423,NCBITaxon:9615,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:112509,mitophagy
GABA type A receptor-associated protein,GO:0000423,NCBITaxon:9615,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:9615,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:15368,mitophagy
Serine_threonine-protein kinase ULK3,GO:0000423,NCBITaxon:9615,mitophagy
non-specific serine_threonine protein kinase,GO:0000423,NCBITaxon:9823,mitophagy
Autophagy-related protein 13,GO:0000423,NCBITaxon:9615,mitophagy
GABA type A receptor associated protein like 1,GO:0000423,NCBITaxon:9598,mitophagy
Activating molecule in BECN1-regulated autophagy protein 1 isoform X1,GO:0000423,NCBITaxon:9823,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3711,mitophagy
Serine_threonine-protein kinase,GO:0000423,NCBITaxon:9598,mitophagy
GABA type A receptor associated protein like 1,GO:0000423,NCBITaxon:9615,mitophagy
Serine_threonine-protein kinase,GO:0000423,NCBITaxon:9615,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4432,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3847,mitophagy
Autophagy related 14,GO:0000423,NCBITaxon:9544,mitophagy
Autophagy related 14,GO:0000423,NCBITaxon:9823,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:6669,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:3711,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:3847,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:3847,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:7165,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:4577,mitophagy
Autophagy related 14,GO:0000423,NCBITaxon:9615,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:15368,mitophagy
Sorting nexin 7,GO:0000423,NCBITaxon:9615,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:4232,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:15368,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:112509,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:15368,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:112509,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:7165,mitophagy
Beclin 1-associated autophagy-related key regulator,GO:0000423,NCBITaxon:7165,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:112509,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:15368,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:3760,mitophagy
Autophagy and beclin 1 regulator 1,GO:0000423,NCBITaxon:9615,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:9615,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:3847,mitophagy
Beclin-1,GO:0000423,NCBITaxon:13616,mitophagy
Beclin 1 protein,GO:0000423,NCBITaxon:88036,mitophagy
Sorting nexin 7,GO:0000423,NCBITaxon:9258,mitophagy
Autophagy related 10,GO:0000423,NCBITaxon:9615,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3847,mitophagy
Autophagy-related protein 13a-like,GO:0000423,NCBITaxon:51240,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:4097,mitophagy
Autophagy protein 5 (Fragment),GO:0000423,NCBITaxon:88036,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4232,mitophagy
E3 ubiquitin-protein ligase parkin,GO:0000423,NCBITaxon:9615,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4565,mitophagy
Autophagy-related protein 7c,GO:0000423,NCBITaxon:4565,mitophagy
Autophagy-related protein 6a,GO:0000423,NCBITaxon:4565,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4232,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:6412,mitophagy
Uncharacterized protein,GO:0000423,NCBITaxon:3983,mitophagy
Atg6 BARA domain-containing protein,GO:0000423,NCBITaxon:6412,mitophagy
Autophagy-related protein 6c,GO:0000423,NCBITaxon:4565,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:4565,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4232,mitophagy
Autophagy-related protein 17,GO:0000423,NCBITaxon:227321,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:4232,mitophagy
Cysteine protease ATG4A,GO:0000423,NCBITaxon:8355,mitophagy
Gamma-aminobutyric acid receptor-associated protein-like 1,GO:0000423,NCBITaxon:8355,mitophagy
Sequestosome 1,GO:0000423,NCBITaxon:9913,mitophagy
Putative autophagy-related protein 8E,GO:0000423,NCBITaxon:39947,mitophagy
Os02g0644500 protein,GO:0000423,NCBITaxon:39947,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4232,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:4232,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:8355,mitophagy
Autophagy-related protein 13a-like,GO:0000423,NCBITaxon:4097,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:3983,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:3983,mitophagy
Microtubule associated protein 1 light chain 3 beta,GO:0000423,NCBITaxon:28377,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:9913,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4232,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:9796,mitophagy
Serine_threonine-protein kinase ULK3,GO:0000423,NCBITaxon:9913,mitophagy
"Atg6_Beclin, atg6, BARA domain-containing protein",GO:0000423,NCBITaxon:4232,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4097,mitophagy
Beclin-1-like protein isoform X1,GO:0000423,NCBITaxon:4097,mitophagy
Uncharacterized protein LOC107828304,GO:0000423,NCBITaxon:4097,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3983,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:4232,mitophagy
Putative WD40_YVTN repeat-like-containing domain-containing protein,GO:0000423,NCBITaxon:4232,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3983,mitophagy
LPS responsive beige-like anchor protein,GO:0000423,NCBITaxon:28377,mitophagy
"Genome assembly, chromosome: II",GO:0000423,NCBITaxon:4565,mitophagy
Sorting nexin 7,GO:0000423,NCBITaxon:8090,mitophagy
Sorting nexin family member 30,GO:0000423,NCBITaxon:28377,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:3983,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:185431,mitophagy
Beclin-1-like protein,GO:0000423,NCBITaxon:3983,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:3983,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:3983,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:28377,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:3983,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:9823,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:185431,mitophagy
"Ubiquitin activating E1 enzyme, putative",GO:0000423,NCBITaxon:185431,mitophagy
Putative autophagy-related protein 13,GO:0000423,NCBITaxon:4232,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3983,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:4097,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:4097,mitophagy
MGC80047 protein,GO:0000423,NCBITaxon:8355,mitophagy
Ubiquitin-like-conjugating enzyme ATG10 isoform X3,GO:0000423,NCBITaxon:51240,mitophagy
MGC78908 protein,GO:0000423,NCBITaxon:8355,mitophagy
Beclin-1-like protein,GO:0000423,NCBITaxon:3847,mitophagy
Autophagy related 10,GO:0000423,NCBITaxon:9258,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:54126,mitophagy
Autophagy-related protein 13b-like isoform X1,GO:0000423,NCBITaxon:3635,mitophagy
Uncharacterized protein,GO:0000423,NCBITaxon:3847,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3847,mitophagy
